 title,attribution,book,page,favorite
"I Love You","",RealBk1,215,false
"I Love You","",Standard,204,false
"I Love You","Cole Porter",openbook jazz standards,86,false
"I Loves You Porgy","",JazzFake,159,false
"I Loves You Porgy","",RealBk3,128,false
"I Loves You Porgy","",Standard,206,false
"I Made It Thru The Rain","",TheBook,329,false
"I May Be Wrong","",Standard,208,false
"I Mean You","",ColoBk,95,false
"I Mean You","",HLBook,163,false
"I Mean You","",RealBk1,219,false
"I Need YOU Here","",RealBk3,122,false
"I Need Your Help","",TheBook,131,false
"I Only Have Eyes For You","",JazzLTD,168,false
"I Only Have Eyes For You","",Standard,210,false
"I Only Have Eyes For You","",TheBook,55,false
"I Remember Bird","",HLBook,164,false
"I Remember Bird","",JazzLTD,161,false
"I Remember Clifford","",BluesBk,112,false
"I Remember Clifford","",JazzFake,160,false
"I Remember Clifford","",RealBk1,235,false
"I Remember Duke","",JazzFake,161,false
"I Remember Duke","",Library,181,false
"I Remember When","",JazzFake,162,false
"I Remember You","",ColoBk,97,false
"I Remember You","",HLBook,164,false
"I Remember You","",RealBk2,169,false
"I Say A Little Prayer For You","",Standard,212,false
"I Should Care","",NewReal1,145,false
"I Should Care","",RealBk1,237,false
"I Surrender Dear","",JazzLTD,167,false
"I Thought About You","",HLBook,165,false
"I Thought About You","",NewReal2,141,false
"I Thought About You","",RealBk2,174,false
"I Thought About Your","",NewReal1,146,false
"I Told Ya I Love Ya Now Get Out","",HLBook,166,false
"I Waited For You","",JazzLTD,174,false
"I Wanna Be Around","",BluesBk,115,false
"I Want A Girl","",TheBook,229,false
"I Want To Be Happy","",Standard,214,false
"I Wanted To Say","",NewReal3,161,false
"I Was Doing All Right","",Standard,216,false
"I Watched Her Walk Away","",HLBook,167,false
"I Will Be Here For You","",Standard,218,false
"I Will Survie","",TheBook,99,false
"I Will Wait For You","",RealBk2,179,false
"I Will Wait For You","",Standard,222,false
"I Wish I Knew How it Would Feel To Be Free","",BluesBk,116,false
"I Wish I Knew","",Standard,224,false
"I Wish I Were in Love Again","",HLBook,168,false
"I Wish I Were In Love Again","",Standard,226,false
"I Wish You Love","",RealBk3,124,false
"I Wish You Love","",TheBook,43,false
"I Wished on the Moon","",HLBook,168,false
"I Won't Be Back","",JazzLTD,175,false
"I Won't Dance","",JazzFake,166,false
"I Won't Dance","",TheBook,194,false
"I Write The Songs","",TheBook,341,false
"I'd Do Anything","",TheBook,184,false
"I'll Always Be In Love With You","",JazzFake,163,false
"I'll Be Around","",JazzFake,165,false
"I'll Be Around","",NewReal2,145,false
"I'll Be Around","",NewReal2,147,false
"I'll Be Around","",RealBk3,126,false
"I'll Be Seeing You","",BluesBk,127,false
"I'll Be Seeing You","",JazzFake,167,false
"I'll Be Seeing You","Irving Kahal, Sammy Fain",openbook jazz standards,88,false
"I'll Build a Stairway to Paradise","",HLBook,171,false
"I'll Close My Eyes","",ColoBk,99,false
"I'll Close My Eyes","",HLBook,172,false
"I'll Close My Eyes","",RealBk3,130,false
"I'll Close My Eyes","Billy Reid, Buddy Kaye",openbook jazz standards,89,false
"I'll Get By","",JazzFake,167,false
"I'll Get By","",NewReal2,148,false
"I'll Get By","",TheBook,105,false
"I'll Never Smile Again","",JazzFake,168,false
"I'll Never Smile Again","",TheBook,104,false
"I'll Never Smile Again","Ruth Lowe",openbook jazz standards,90,false
"I'll Remember April","",ColoBk,100,false
"I'll Remember April","",JazzFake,168,false
"I'll Remember April","",RealBk1,218,false
"I'll Remember April","",TheBook,24,false
"I'll Remember April","Don Raye, Gene De Paul, Pat Johnson",openbook jazz standards,91,false
"I'll Take Romance","",JazzFake,170,false
"I'll Take Romance","",NewReal1,151,false
"I'll Take Romance","",RealBk3,131,false
"I'll Walk Alone","",JazzFake,170,false
"I'm a Dreamer Aren't We All","",HLBook,174,false
"I'm a Fool to Want You","",HLBook,171,false
"I'm A Fool To Want You","",Standard,230,false
"I'm A King Bee","",BluesBk,118,false
"I'm A Pool To Want You","",RealBk2,161,false
"I'm Afraid","",RealBk1,A6,false
"I'm All Smiles","",HLBook,172,false
"I'm All Smiles","",NewReal1,153,false
"I'm All Smiles","",RealBk1,216,false
"I'm An Old Cowhand","",ColoBk,101,false
"I'm Beginning To See The Light","",JazzFake,169,false
"I'm Beginning To See The Light","Harry James, Duke Ellington, Johnny Hodges, Don George",openbook jazz standards,92,false
"I'm Confessin' That I Love You","",JazzFake,171,false
"I'm Gettin' Sentimental Over You","",RealBk2,163,false
"I'm Getting Sentimental Over You","",NewReal3,162,false
"I'm Glad There Is You","",JazzFake,172,false
"I'm Glad There Is You","",NewReal2,153,false
"I'm Glad There Is You","",RealBk3,132,false
"I'm Gonna Go Fishin'","",HLBook,175,false
"I'm Gonna Laugh You Right Out Of My Life","",Standard,232,false
"I'm Gonna Sit Right Down And Write Mysel","",JazzFake,172,false
"I'm In Love With You!","",JazzFake,270,false
"I'm In The Mood For Love","",JazzLTD,159,false
"I'm Just a Lucky So and So","",HLBook,173,false
"I'm Losing You","",NewReal3,163,false
"I'm Old Fashioned","",ColoBk,102,false
"I'm Old Fashioned","",JazzFake,173,false
"I'm Old Fashioned","",RealBk3,133,false
"I'm Old Fasihoned","",NewReal1,155,false
"I'm On My Way","",JazzLTD,171,false
"I'm Sitting On Top Of The World","",JazzFake,174,false
"I'm Sitting On Top Of The World","Ray Handerson, Sam M. Lewis and Joel Young",openbook jazz standards,93,false
"I'm So Glad","",BluesBk,119,false
"I'm Through With Love","",NewReal3,165,false
"I'm Through With Love","",RealBk3,134,false
"I'm Your Pal","",RealBk1,221,false
"I'm Yours","",HLBook,174,false
"I've Found a New Baby (I Found a New Baby)","",HLBook,187,false
"I've Found A New Baby","",RealBk2,178,false
"I've Got A Crush On You","",ColoBk,103,false
"I've Got A Crush On You","",RealBk3,135,false
"I've Got A Crush On You","",Standard,255,false
"I've Got My Love to Keep Me Warm","",HLBook,189,false
"I've Got Rhythm","",ColoBk,104,false
"I've Got the World on a String","",HLBook,190,false
"I've Got The World On A String","",NewReal2,168,false
"I've Got The World On A String","",RealBk3,136,false
"I've Got You Under My Skin","",JazzFake,175,false
"I've Got You Under My Skin","",RealBk3,138,false
"I've Got You Under My Skin","",Standard,257,false
"I've Got Your Number","",NewReal2,169,false
"I've Grown Accustomed To Her Face","",JazzFake,174,false
"I've Grown Accustomed To Her Face","",TheBook,77,false
"I've Grown Accustomed To Your Face","",RealBk3,140,false
"I've Heard That Song Before","",JazzFake,178,false
"I've Never Been In Love Before","",ColoBk,105,false
"I've Never Been In Love Before","",RealBk3,141,false
"Iadrlllo y arena Cemento","",CubanBk1,30,false
"Icarus","",RealBk1,206,false
"Ice Cream Konitz","",RealBk2,149,false
"Ictus","",RealBk1,38,false
"Ida Lupino","",RealBk1,210,false
"Idol Gossip","",RealBk2,153,false
"If Ever I Would Leave You","",JazzFake,176,false
"If Ever I Would Leave You","",TheBook,23,false
"If I Had You","",BluesBk,120,false
"If I Had You","",TheBook,53,false
"If I Loved You","",RealBk2,154,false
"If I Should Lose You","",HLBook,165,false
"If I Should Lose You","",RealBk2,155,false
"If I Were A Bell","",JazzFake,177,false
"If I Were A Bell","",NewReal1,147,false
"If I were A Bell","",RealBk2,156,false
"If I Were A Rich Man","",TheBook,312,false
"If It Ain't Got That Swing","",NewReal2,161,false
"If It Ain't Got That Swing","",RealBk1,241,false
"If My Friends Could See Me Now","",TheBook,196,false
"If s All Right With Me","",JazzFake,190,false
"If There Is Someone Lovelier Than You","",Standard,228,false
"If We Meet Again Part One","",HLBook,170,false
"If You Could See Me Now","",NewReal3,167,false
"If You Could See Me Now","",RealBk2,157,false
"If You Could See Me Now","Tadd Dameron, Carl Sigman",openbook jazz standards,87,false
"If You Go","",HLBook,169,false
"If You Knew Suzie","",TheBook,227,false
"If You Never Come to Me (Inutil paisagem)","",HLBook,170,false
"If You Never Come To Me","",NewReal1,150,false
"If You Never Come To Me","",RealBk1,212,false
"III Wind","",RealBk3,142,false
"Ill Wind","",JazzFake,178,false
"Ill Wind","",NewReal2,150,false
"Illuminados","",NewReal2,151,false
"Imagination","",JazzFake,179,false
"Imagination","",NewReal1,156,false
"Imagination","",RealBk2,162,false
"Impressions","",HLBook,175,false
"Impressions","",NewReal2,154,false
"Impressions","",RealBk1,220,false
"In A Capricornian Way","",RealBk3,143,false
"In A Cello Mood","",Library,179,false
"In A Little Spanish Town","",JazzFake,180,false
"In A Mellow Tone","",ColoBk,107,false
"In A Mellow Tone","",NewReal3,170,false
"In A Mellow Tone","",RealBk1,222,false
"In A Mellow Tone","",TheBook,345,false
"In A Mist","",JazzLTD,162,false
"In A Sentimental Mood","",BluesBk,122,false
"In A Sentimental Mood","",ColoBk,108,false
"In a Sentimental Mood","",HLBook,176,false
"In A Sentimental Mood","",RealBk1,223,false
"In A Sentimental Mood","",TheBook,350,false
"In A Shanty In. Old Shanty Town","",JazzFake,182,false
"In A Silent Way","",JazzFake,180,false
"In And Out","",ColoBk,106,false
"In April","",EvansBk,20,false
"In Case You Haven't Heard","",RealBk2,164,false
"In Case You Missed It","",NewReal3,173,false
"In Don's Kitchen","",JazzLTD,158,false
"In Her Family","",RealBk3,144,false
"In Love in Vain","",HLBook,176,false
"In Love In Vain","",RealBk3,145,false
"In Love With Night","",NewReal3,176,false
"In Munchen Steht ein Hofbrau Haug","",TheBook,446,false
"In Pursuit Of The 27th Man","",RealBk2,167,false
"In Salah","",JazzLTD,165,false
"In The Blue Of Evening","",JazzFake,182,false
"In the Cool Cool Cool of the Evening","",HLBook,177,false
"In the Days of Our Love","",RealBk3,146,false
"In The Days Of Our Love","",Standard,234,false
"In The Heat Of The Night","",BluesBk,123,false
"In the Land of Ephesus","",HLBook,177,false
"In The Midnight Hour","",Standard,235,false
"in The Mode","",Library,58,false
"In The Mood","",JazzFake,181,false
"In The Mood","",TheBook,375,false
"In The Navy","",TheBook,100,false
"In The Nick Of Time","",Library,54,false
"In The Still Of The Night","",JazzFake,183,false
"In the Wee Small Hours of the Morning","",HLBook,178,false
"In The Wee Small Hours Of The Morning","",NewReal2,156,false
"In Walked Bud","",ColoBk,109,false
"In Walked Bud","",HLBook,178,false
"In Walked Bud","",NewReal1,158,false
"In Walked Bud","",RealBk2,168,false
"In Your Own Sweet Way","",NewReal2,157,false
"In Your Own Sweet Way","",RealBk1,232,false
"In Your Quiet Place","",RealBk1,233,false
"Incentive","",RealBk2,165,false
"Inchworm","",RealBk1,224,false
"Indian Club","",Library,57,false
"Indian Lady","",RealBk1,225,false
"Indian Love Song","",JazzFake,83,false
"Indian Summer","",RealBk3,148,false
"Indian Summer","",Standard,237,false
"Indiana","",JazzFake,184,false
"Indiana","",RealBk2,166,false
"Inez","",JazzLTD,163,false
"Infant Eyes","",JazzFake,184,false
"Inner Space","",JazzFake,184,false
"Inner Urge","",NewReal3,177,false
"Inner Urge","",RealBk1,229,false
"Inolvidable","",CubanBk1,74,false
"Inside In","",RealBk1,226,false
"Inside Out","",HLBook,180,false
"Inside Out","",Library,61,false
"Inside","",HLBook,179,false
"Intermission Riff","",JazzFake,185,false
"Interplay","",EvansBk,32,false
"Interplay","",RealBk1,230,false
"Intrepid Fox","",RealBk1,231,false
"Introspection","",JazzLTD,166,false
"Invitation","",ColoBk,110,false
"Invitation","",HLBook,180,false
"Invitation","",NewReal3,179,false
"Invitation","",RealBk1,234,false
"Iris","",RealBk1,236,false
"Irish Washerwoman","",TheBook,490,false
"Irv's At Midnight","",RealBk3,149,false
"Is It Really True?","",RealBk2,171,false
"Is It You?","",HLBook,182,false
"Isabel The Liberator","",JazzLTD,170,false
"Isfahan","",NewReal2,160,false
"Isfahan","",RealBk3,150,false
"Island Birdie","",RealBk2,170,false
"Isn't It A Pity","",Standard,238,false
"Isn't It Romantic","",RealBk1,238,false
"Isn't It Romantic","Richard Rodgers, Lorenz Hart",openbook jazz standards,94,false
"Isn't It Romantic?","",HLBook,183,false
"Isn't She Lovely","",TheBook,113,false
"Isoar","",NewReal3,181,false
"Isotope","",NewReal3,184,false
"Isotope","",RealBk1,239,false
"Israel","",HLBook,181,false
"Israel","",RealBk1,240,false
"It Ain't Necessarily So","",JazzFake,186,false
"It Ain't Necessarily So","",Standard,240,false
"It All Comes Back To You","",JazzLTD,172,false
"It Always Is","",NewReal3,185,false
"It Could Happen To You","",BluesBk,126,false
"It Could Happen to You","",HLBook,184,false
"It could Happen To You","",RealBk2,112,false
"It Could Only Happen With You","",JazzLTD,164,false
"It Don't Mean a Thing (If It Ain't Got That Swing)","",HLBook,181,false
"It Don't Mean A Thing","",NewReal2,161,false
"It Don't Mean A Thing","",RealBk1,241,false
"It Don't Mean A Thing","",TheBook,352,false
"It Had To Be You","",RealBk2,173,false
"It Had To Be You","",Standard,242,false
"It Had To Be You","",TheBook,69,false
"It Happens Every Day","",JazzLTD,169,false
"It Happens Every Day","",NewReal1,161,false
"It Makes My Love Come Down","",BluesBk,124,false
"It Might As Well Be Spring","",JazzFake,189,false
"It Might As Well Be Spring","",RealBk2,176,false
"It Might As Well Be Spring","Richard Rodgers, Oscar Hammerstein II",openbook jazz standards,95,false
"It Never Entered My Mind","",JazzFake,187,false
"It Never Entered My Mind","",RealBk3,151,false
"It Never Entered My Mind","",Standard,244,false
"It Never Entered My Mind","Richard Rodgers, Lorenz Hart",openbook jazz standards,96,false
"It Only Happens When I Dancewith You","",HLBook,185,false
"It Only Takes A Moment","",TheBook,202,false
"It Was A Very Good Year","",Standard,246,false
"It's A Blue World","",JazzFake,190,false
"It's A Grand Old Flag","",TheBook,442,false
"It's A Great Day For The Irish","",TheBook,493,false
"It's a Lovely Day Today","",HLBook,184,false
"It's A Lovely Day Today","",TheBook,167,false
"It's A Raggy Waltz","",RealBk1,242,false
"It's All Right With Me","",RealBk3,152,false
"It's All Right With Me","",Standard,247,false
"It's All Right With Me","",TheBook,200,false
"It's Delovely","",TheBook,206,false
"It's Easy to Remember","",HLBook,185,false
"It's Love - It's Christmas","",EvansBk,33,false
"It's Magic","",JazzFake,192,false
"It's Not For Me To Say","",JazzFake,191,false
"It's Only A Paper Moon","",JazzFake,192,false
"It's Only A Paper Moon","",NewReal2,162,false
"It's Only A Paper Moon","",RealBk2,175,false
"It's Sand Man","",JazzFake,193,false
"It's Sand Man","",Library,63,false
"It's The Same Old Shillelagh","",TheBook,491,false
"It's The Talk Of The Town","",JazzFake,194,false
"It's The Way That Ch","",JazzFake,378,false
"It's Tim Talk Of The Town","",NewReal2,163,false
"It's You Or No One For Me","",JazzLTD,173,false
"It's You Or No One","",ColoBk,111,false
"It's You or No One","",HLBook,186,false
"It's You Or No One","",RealBk3,154,false
"It's You Or No One","",Standard,253,false
"It's You","",HLBook,186,false
"It's You","",NewReal2,165,false
"Its De-Lovely","",Standard,249,false
"Its Magic","",Standard,251,false
"It’s Only A Paper Moon","",BluesBk,127,false
"J'Attendrai","",TheBook,431,false
"Jackie","",RealBk2,179,false
"Jackleg","",Library,180,false
"Jaco","",RealBk2,180,false
"Jacob's Ladder","",NewReal2,173,false
"Jaguar","",JazzLTD,176,false
"Jailhouse Blues","",BluesBk,128,false
"Jam For Your Bread","",Library,183,false
"Jamaica Farewell","",TheBook,289,false
"Jammin' At The Jazzworks","",ColoBk,112,false
"Japanese Waltz","",RealBk3,155,false
"Jasmin","",Library,64,false
"Java","",TheBook,406,false
"Jazzbo's Haunt","",Library,65,false
"Jazzmania","",HLBook,188,false
"Je Ne Sais Pas","",Library,65,false
"Je Ne Sais Pas","",RealBk2,182,false
"Jean De Fleur","",NewReal3,189,false
"Jeanie","",Library,182,false
"Jeannie","",ColoBk,113,false
"Jeannine","",JazzFake,197,false
"Jeannine","",RealBk2,181,false
"Jeeps Blues","",ColoBk,315,false
"Jelly Roll Blues","",JazzFake,196,false
"Jelly Roll","",RealBk1,243,false
"Jersey Bounce","",JazzFake,198,false
"Jersey Bounce","",NewReal1,164,false
"Jersey Bounce","",RealBk3,156,false
"Jeru","",JazzFake,197,false
"Jeru","",JazzLTD,178,false
"Jeru","",Library,67,false
"Jerusalem Of Gold","",TheBook,308,false
"Jim","",JazzFake,198,false
"Jingle Bells","",ColoBk,260,false
"Jingle-Bell Rock","",JazzFake,199,false
"Jinrikisha","",RealBk1,244,false
"Jitterbug Waltz","",HLBook,191,false
"Jive At Five","",ColoBk,114,false
"Jive At Five","",JazzFake,201,false
"Jive At Five","",Library,67,false
"Jive Samba","",RealBk3,157,false
"Joanna","",JazzLTD,177,false
"Jodo","",JazzLTD,180,false
"Jody Grind","",RealBk2,183,false
"Joe Maini","",JazzLTD,177,false
"John's Waltz","",NewReal3,192,false
"Johnny One Note","",JazzFake,200,false
"Johnny One Note","",Standard,259,false
"Johnny's Theme","",JazzFake,201,false
"Johnson Rag","",JazzFake,203,false
"Jolly Jumps In","",Library,181,false
